provider_id,provider_name,specialty,city,state,tax_id,license_no,rejection_reason
P033694,Peri PLC,Urology,Secunderabad,Bihar,XXXXX,BADLIC,duplicate_provider_id
P005449,Basu-Rana,Oncology,Ranchi,Nagaland,141779465,LIC853779,duplicate_provider_id
P016195,Kaul LLC,Neurology,Khandwa,Mizoram,850469794,LIC931586,duplicate_provider_id
P019890,Sarma LLC,Cardiology,Rajpur Sonarpur,Odisha,XXXXX,BADLIC,duplicate_provider_id
P027489,"Shah, Magar and Reddy",ENT,Kalyan-Dombivli,Sikkim,172234536,LIC671710,duplicate_provider_id
P003558,Ranganathan-Puri,Urology,Ratlam,Arunachal Pradesh,476601735,LIC761570,duplicate_provider_id
P015196,Devan Group,Neurology,Ambarnath,Bihar,308091165,LIC493712,duplicate_provider_id
P002313,"Memon, Palla and Acharya",ENT,Nagpur,Haryana,XXXXX,BADLIC,duplicate_provider_id
P012359,Varma LLC,General Medicine,Hyderabad,Madhya Pradesh,341771522,LIC306232,duplicate_provider_id
P022146,"Banik, Patla and Wason",Dermatology,Raipur,Jharkhand,XXXXX,BADLIC,duplicate_provider_id
P026665,"Chada, Mahajan and Sankaran",Cardiology,Adoni,Chhattisgarh,163558333,LIC443496,duplicate_provider_id
P026318,Issac and Sons,Dermatology,Sasaram,Karnataka,663784866,LIC149814,duplicate_provider_id
P012908,Dara Ltd,Urology,Tumkur,Karnataka,XXXXX,BADLIC,duplicate_provider_id
P018161,Sanghvi Inc,Oncology,Agra,Karnataka,XXXXX,BADLIC,duplicate_provider_id
P027885,"Mukherjee, Devi and Ramachandran",Urology,Thoothukudi,Assam,XXXXX,BADLIC,duplicate_provider_id
P013510,Raghavan Inc,General Medicine,Shahjahanpur,Karnataka,847340668,LIC559098,duplicate_provider_id
P021868,Pradhan-More,Cardiology,Kota,West Bengal,357572122,LIC183324,duplicate_provider_id
P022478,Brar and Sons,General Medicine,Hubli–Dharwad,Uttarakhand,899112623,LIC277286,duplicate_provider_id
P005213,"Toor, Cheema and Halder",Orthopedics,Panchkula,Sikkim,956902014,LIC302281,duplicate_provider_id
P034393,"Dhar, Bains and Narula",Pediatrics,Tezpur,Assam,XXXXX,BADLIC,duplicate_provider_id
P012055,Kumer-Arya,Pediatrics,Gaya,Tripura,369021326,LIC836950,duplicate_provider_id
P011061,Sastry Inc,Dermatology,Madhyamgram,Haryana,923904103,LIC786484,duplicate_provider_id
P016477,Goyal-Mistry,OBGYN,Noida,Mizoram,XXXXX,BADLIC,duplicate_provider_id
P001433,Chacko LLC,Oncology,Udupi,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P005749,Khosla-Rajagopal,Orthopedics,Bulandshahr,Kerala,649714118,LIC713658,duplicate_provider_id
P013246,Dhawan-Bhatt,Neurology,Kalyan-Dombivli,Rajasthan,XXXXX,BADLIC,duplicate_provider_id
P002660,Dhaliwal-Tandon,Oncology,Phagwara,Telangana,942202913,LIC380102,duplicate_provider_id
P023202,Solanki PLC,General Medicine,Bokaro,Rajasthan,XXXXX,BADLIC,duplicate_provider_id
P000920,Chada-Hegde,Cardiology,New Delhi,Kerala,XXXXX,BADLIC,duplicate_provider_id
P007094,Venkataraman-Zachariah,Orthopedics,Sambalpur,Odisha,311629939,LIC398964,duplicate_provider_id
P031112,Saran-Jhaveri,Pediatrics,Kavali,Punjab,XXXXX,BADLIC,duplicate_provider_id
P013234,Amble Ltd,Cardiology,Phagwara,Arunachal Pradesh,XXXXX,BADLIC,duplicate_provider_id
P013841,Saini-Bedi,Neurology,Bhavnagar,Himachal Pradesh,XXXXX,BADLIC,duplicate_provider_id
P033758,"Pillai, Randhawa and Saini",Neurology,Nadiad,Assam,XXXXX,BADLIC,duplicate_provider_id
P021912,Parekh LLC,OBGYN,Bhatpara,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P034679,"Keer, Bhasin and Rana",Neurology,Udaipur,Punjab,XXXXX,BADLIC,duplicate_provider_id
P031665,"Tank, Kala and Bhardwaj",ENT,Adoni,Punjab,XXXXX,BADLIC,duplicate_provider_id
P011809,Deo LLC,Dermatology,Thiruvananthapuram,Assam,XXXXX,BADLIC,duplicate_provider_id
P007044,Master Group,Dermatology,Gorakhpur,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P001297,Yogi Ltd,Oncology,Pallavaram,Punjab,XXXXX,BADLIC,duplicate_provider_id
P029926,Mohan-Kuruvilla,Cardiology,Ludhiana,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P010808,Dara PLC,Dermatology,Tiruvottiyur,Bihar,XXXXX,BADLIC,duplicate_provider_id
P005657,Dhaliwal-Jani,Urology,Tiruppur,Karnataka,598974754,LIC761345,duplicate_provider_id
P032545,"Butala, Grover and Choudhry",Orthopedics,Bathinda,Gujarat,962586927,LIC172284,duplicate_provider_id
P026356,Verma Inc,OBGYN,Kochi,Maharashtra,597419466,LIC702929,duplicate_provider_id
P028604,Prashad-Bhavsar,Pediatrics,Bhimavaram,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P029104,"Sane, Venkatesh and Yadav",Pediatrics,Sikar,Telangana,XXXXX,BADLIC,duplicate_provider_id
P005630,"Varty, Thaman and Lala",Orthopedics,Bulandshahr,Tamil Nadu,XXXXX,BADLIC,duplicate_provider_id
P014946,Pillay PLC,Dermatology,Pali,Manipur,853406369,LIC258581,duplicate_provider_id
P019236,"Apte, Shah and Jhaveri",OBGYN,Danapur,Nagaland,XXXXX,BADLIC,duplicate_provider_id
P029264,Padmanabhan-Kala,Oncology,Shahjahanpur,Rajasthan,XXXXX,BADLIC,duplicate_provider_id
P007642,Trivedi Group,OBGYN,Jalandhar,Andhra Pradesh,477864845,LIC214758,duplicate_provider_id
P009882,"Bhatnagar, Sule and Suresh",Orthopedics,Kalyan-Dombivli,Goa,XXXXX,BADLIC,duplicate_provider_id
P021411,Kohli-Gade,Urology,Nizamabad,Meghalaya,XXXXX,BADLIC,duplicate_provider_id
P005046,Sagar-Sharaf,Orthopedics,Pondicherry,Mizoram,XXXXX,BADLIC,duplicate_provider_id
P007063,Tiwari-Soman,Oncology,Gurgaon,Jharkhand,XXXXX,BADLIC,duplicate_provider_id
P020395,Vora PLC,Neurology,Bhopal,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P022851,Agrawal Ltd,Pediatrics,Purnia,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P010743,"Chowdhury, Sandal and Rao",Urology,Sasaram,Uttarakhand,666072314,LIC561416,duplicate_provider_id
P001593,Jayaraman and Sons,Urology,Guna,Himachal Pradesh,XXXXX,BADLIC,duplicate_provider_id
P009062,Bhandari-Baral,Oncology,Bettiah,Sikkim,609093425,LIC147646,duplicate_provider_id
P009255,Sahni-Dass,Urology,Uluberia,Jharkhand,335111656,LIC883993,duplicate_provider_id
P014356,Sarna-Bir,ENT,Chittoor,Karnataka,639210642,LIC565376,duplicate_provider_id
P015447,"Varghese, Rajagopalan and Palla",Dermatology,Hajipur,Punjab,XXXXX,BADLIC,duplicate_provider_id
P030187,Gupta-Ben,Orthopedics,Jammu,Himachal Pradesh,182392410,LIC392117,duplicate_provider_id
P021845,"Warrior, Kothari and Kapur",ENT,Bettiah,Meghalaya,XXXXX,BADLIC,duplicate_provider_id
P017671,"Merchant, Reddy and Bhakta",Urology,Navi Mumbai,Chhattisgarh,XXXXX,BADLIC,duplicate_provider_id
P007094,Thakur LLC,Pediatrics,Lucknow,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P010052,Raj-Devan,Urology,Imphal,Nagaland,587427261,LIC514903,duplicate_provider_id
P034170,Sridhar-Das,General Medicine,Nadiad,Odisha,757366315,LIC118761,duplicate_provider_id
P000074,Dua-Master,ENT,Dibrugarh,Assam,476176327,LIC608306,duplicate_provider_id
P019624,"Sodhi, Rajan and Srinivas",Oncology,Uluberia,Karnataka,XXXXX,BADLIC,duplicate_provider_id
P027281,Joshi and Sons,Pediatrics,Nashik,Kerala,404029578,LIC174948,duplicate_provider_id
P027638,"Balay, Gill and Desai",Dermatology,Mumbai,Punjab,XXXXX,BADLIC,duplicate_provider_id
P034004,Cherian Ltd,Urology,Ahmedabad,Karnataka,786736952,LIC175108,duplicate_provider_id
P011470,Gopal-Dube,Neurology,Nanded,Himachal Pradesh,XXXXX,BADLIC,duplicate_provider_id
P017326,Wali Group,Cardiology,Kozhikode,Goa,171801882,LIC474937,duplicate_provider_id
P027863,Zacharia-Parmer,ENT,Gudivada,Punjab,165241723,LIC971805,duplicate_provider_id
P034991,"Lall, Sangha and Misra",Oncology,Dewas,Punjab,424550285,LIC876413,duplicate_provider_id
P006835,Saini-Kade,Urology,Kamarhati,Telangana,XXXXX,BADLIC,duplicate_provider_id
P017716,"Badal, Goel and Doctor",OBGYN,Jamnagar,Assam,929057609,LIC180096,duplicate_provider_id
P010460,Dara-Morar,Orthopedics,Alwar,Andhra Pradesh,837961699,LIC335142,duplicate_provider_id
P010112,"Sachdev, Dani and Ram",Oncology,Arrah,Kerala,XXXXX,BADLIC,duplicate_provider_id
P028422,Oza PLC,Dermatology,Sagar,Andhra Pradesh,881743677,LIC227669,duplicate_provider_id
P009263,Kata-Pingle,Oncology,Serampore,Odisha,XXXXX,BADLIC,duplicate_provider_id
P017226,"Datta, Comar and Shere",ENT,Hapur,Manipur,648295412,LIC112765,duplicate_provider_id
P032832,Bali LLC,OBGYN,Aizawl,Goa,433874403,LIC350814,duplicate_provider_id
P026712,"Goel, Dasgupta and Goyal",Oncology,Silchar,Uttar Pradesh,933237395,LIC174876,duplicate_provider_id
P009905,Keer-Bhardwaj,ENT,Delhi,Mizoram,XXXXX,BADLIC,duplicate_provider_id
P009567,"Tandon, Saha and Raj",Oncology,Panihati,Tamil Nadu,885355688,LIC677700,duplicate_provider_id
P026663,"Bhardwaj, Mukherjee and Tank",Orthopedics,Phagwara,Nagaland,XXXXX,BADLIC,duplicate_provider_id
P014881,Sheth-Choudhury,Urology,Anantapur,Karnataka,845416435,LIC321952,duplicate_provider_id
P018437,Bala-Bhatia,Urology,Thiruvananthapuram,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P010908,Bahri Ltd,Neurology,Tirunelveli,Odisha,XXXXX,BADLIC,duplicate_provider_id
P013479,Sahota PLC,Orthopedics,Aurangabad,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P020804,Pandey Group,Oncology,Madurai,Chhattisgarh,XXXXX,BADLIC,duplicate_provider_id
P028789,"Swamy, Oak and Bali",Neurology,Machilipatnam,Bihar,266138822,LIC108898,duplicate_provider_id
P011457,Minhas Group,Neurology,Saharsa,Manipur,XXXXX,BADLIC,duplicate_provider_id
P034560,Mahajan-Dey,Orthopedics,Patiala,Haryana,XXXXX,BADLIC,duplicate_provider_id
P002011,"Dyal, Mall and Korpal",Neurology,Vijayanagaram,Karnataka,368965552,LIC532529,duplicate_provider_id
P003100,"Vyas, Dhawan and Murthy",Oncology,Bokaro,Telangana,XXXXX,BADLIC,duplicate_provider_id
P016900,"Nadig, Datta and Muni",Orthopedics,Satara,Tripura,XXXXX,BADLIC,duplicate_provider_id
P006424,"Divan, Sangha and Varkey",Urology,Begusarai,Bihar,220540852,LIC111118,duplicate_provider_id
P005265,Roy Group,Orthopedics,Navi Mumbai,Chhattisgarh,837276153,LIC968627,duplicate_provider_id
P027477,Gandhi-Chada,OBGYN,Bellary,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P008024,"Biswas, Kala and Lata",General Medicine,Bhatpara,Uttarakhand,XXXXX,BADLIC,duplicate_provider_id
P033099,Dutt Group,Dermatology,Bareilly,Rajasthan,330212960,LIC470017,duplicate_provider_id
P018543,Sahni-De,Orthopedics,Saharsa,Tamil Nadu,743874385,LIC791169,duplicate_provider_id
P005234,Dara PLC,Oncology,Raurkela Industrial Township,Punjab,974552147,LIC434954,duplicate_provider_id
P031369,Doshi-Iyer,Neurology,Begusarai,Bihar,XXXXX,BADLIC,duplicate_provider_id
P003499,Sachdeva-Tiwari,ENT,Giridih,Madhya Pradesh,221434355,LIC553342,duplicate_provider_id
P034989,Sane PLC,OBGYN,Anantapur,Bihar,380015232,LIC588266,duplicate_provider_id
P011004,"Kanda, Deep and Bobal",Orthopedics,Arrah,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P000963,Agrawal-Ben,Pediatrics,Bhilai,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P008756,"De, Yohannan and Nazareth",Cardiology,Sikar,Assam,XXXXX,BADLIC,duplicate_provider_id
P016777,Shetty-Johal,ENT,Jabalpur,Chhattisgarh,XXXXX,BADLIC,duplicate_provider_id
P022694,"Virk, Lad and Andra",OBGYN,Haridwar,Goa,XXXXX,BADLIC,duplicate_provider_id
P012100,Misra-Konda,ENT,Bilaspur,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P018180,"Srivastava, Dhaliwal and Din",Urology,Jabalpur,Gujarat,110363556,LIC759025,duplicate_provider_id
P002890,Sundaram Inc,ENT,Pali,Mizoram,263520731,LIC514365,duplicate_provider_id
P034843,Thakkar Ltd,Pediatrics,Rohtak,West Bengal,566971755,LIC869791,duplicate_provider_id
P001653,"Saha, Cherian and Mangal",Dermatology,Tiruvottiyur,Mizoram,XXXXX,BADLIC,duplicate_provider_id
P010977,Sathe and Sons,Cardiology,Malda,Telangana,224612552,LIC346220,duplicate_provider_id
P001332,Puri Inc,Cardiology,Bidar,Chhattisgarh,255081038,LIC255944,duplicate_provider_id
P001688,Handa LLC,Pediatrics,Madhyamgram,Manipur,XXXXX,BADLIC,duplicate_provider_id
P018008,"Bhasin, Karan and Ram",Urology,Danapur,Assam,XXXXX,BADLIC,duplicate_provider_id
P024151,"Dyal, Banerjee and Gade",Pediatrics,Belgaum,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P016897,Krish-Kakar,Urology,Fatehpur,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P027858,Banerjee-Yadav,General Medicine,Indore,Mizoram,106410462,LIC253338,duplicate_provider_id
P028054,"Vasa, Virk and Kala",Dermatology,Bhavnagar,Rajasthan,462395328,LIC791082,duplicate_provider_id
P013125,"Solanki, Ramaswamy and Shan",Neurology,Dehri,Kerala,XXXXX,BADLIC,duplicate_provider_id
P024744,Iyer-Mitter,Dermatology,Hajipur,Odisha,XXXXX,BADLIC,duplicate_provider_id
P003298,Bora Ltd,Orthopedics,Sasaram,Manipur,XXXXX,BADLIC,duplicate_provider_id
P007399,Mitra PLC,ENT,Nangloi Jat,Bihar,302828544,LIC449591,duplicate_provider_id
P006315,"Thaker, Dugar and Ben",OBGYN,Bhilwara,Gujarat,916396280,LIC353056,duplicate_provider_id
P000859,D’Alia-Bali,ENT,Nandyal,Bihar,362272790,LIC751824,duplicate_provider_id
P032401,"Shroff, Mandal and Agate",Dermatology,Khandwa,Jharkhand,989786658,LIC471656,duplicate_provider_id
P028962,"Chopra, Yogi and Jhaveri",Neurology,Ichalkaranji,Arunachal Pradesh,XXXXX,BADLIC,duplicate_provider_id
P022647,Kalla-Vasa,Cardiology,Dharmavaram,Jharkhand,433249564,LIC708115,duplicate_provider_id
P006740,"Murthy, Pandey and Sibal",General Medicine,Lucknow,Meghalaya,866316116,LIC211485,duplicate_provider_id
P002386,Radhakrishnan-Naik,ENT,Solapur,Karnataka,XXXXX,BADLIC,duplicate_provider_id
P019717,Misra-Oak,OBGYN,Sambhal,West Bengal,310681066,LIC720607,duplicate_provider_id
P018988,Bera-Natarajan,OBGYN,Udupi,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P028209,Madan and Sons,Pediatrics,Chandigarh,Manipur,601888271,LIC992984,duplicate_provider_id
P031866,Ghose LLC,Neurology,Parbhani,Uttarakhand,301710409,LIC668340,duplicate_provider_id
P033184,"Handa, Sanghvi and Sahota",Oncology,Chandigarh,Bihar,931813159,LIC891409,duplicate_provider_id
P009391,Cherian-Aggarwal,General Medicine,Shimoga,Arunachal Pradesh,204741570,LIC992610,duplicate_provider_id
P023556,Minhas Ltd,Pediatrics,Sri Ganganagar,Gujarat,673413350,LIC811607,duplicate_provider_id
P008974,Agarwal Inc,Urology,Rampur,Tripura,XXXXX,BADLIC,duplicate_provider_id
P006963,"Iyengar, Ravel and Goyal",Neurology,Saharsa,Manipur,XXXXX,BADLIC,duplicate_provider_id
P029500,Korpal LLC,General Medicine,Jamalpur,Maharashtra,949791683,LIC418289,duplicate_provider_id
P005627,Sani LLC,Cardiology,Madurai,Jharkhand,XXXXX,BADLIC,duplicate_provider_id
P031499,"Chokshi, Yogi and Iyengar",Orthopedics,Hosur,Punjab,479656372,LIC106301,duplicate_provider_id
P000769,Rai PLC,Dermatology,Etawah,Odisha,XXXXX,BADLIC,duplicate_provider_id
P018280,"Kumar, Dayal and Yogi",Oncology,Agartala,Bihar,XXXXX,BADLIC,duplicate_provider_id
P018953,Oza-Thakkar,Neurology,Barasat,Bihar,173008498,LIC118704,duplicate_provider_id
P024187,Bora-Palla,General Medicine,Durgapur,Rajasthan,XXXXX,BADLIC,duplicate_provider_id
P000430,"Babu, Deshmukh and Nagi",Cardiology,Bidar,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P011286,"Ravel, Buch and Gola",OBGYN,Visakhapatnam,Maharashtra,566288654,LIC361352,duplicate_provider_id
P002623,"Som, Rao and Gola",Neurology,Rohtak,Tripura,XXXXX,BADLIC,duplicate_provider_id
P012867,"Keer, Kata and Bandi",ENT,Tenali,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P007735,Manda and Sons,Oncology,Sonipat,West Bengal,XXXXX,BADLIC,duplicate_provider_id
P024443,"Bassi, Devi and Choudhry",ENT,Noida,Tripura,929778478,LIC515802,duplicate_provider_id
P010317,"Dugal, Chada and Gandhi",Pediatrics,Akola,Chhattisgarh,557408540,LIC446679,duplicate_provider_id
P025105,Murty-Kapur,ENT,Proddatur,West Bengal,335003420,LIC575619,duplicate_provider_id
P015263,Chaudhary-Devan,Orthopedics,Dehradun,Meghalaya,980150726,LIC790161,duplicate_provider_id
P034762,Rao-Nadkarni,ENT,Pudukkottai,Uttarakhand,XXXXX,BADLIC,duplicate_provider_id
P010713,"Wali, Ratta and Sura",Cardiology,Guntakal,Uttarakhand,465793772,LIC619630,duplicate_provider_id
P008208,"Apte, Patil and Yadav",ENT,Anand,West Bengal,XXXXX,BADLIC,duplicate_provider_id
P003290,"Taneja, Korpal and Din",Oncology,Jalandhar,West Bengal,541755564,LIC699727,duplicate_provider_id
P017420,Andra-Suri,Orthopedics,Srikakulam,Telangana,653684002,LIC304725,duplicate_provider_id
P030483,Chaudry LLC,Dermatology,Howrah,Kerala,769185239,LIC394402,duplicate_provider_id
P029178,Talwar-Bhat,Oncology,Allahabad,Goa,XXXXX,BADLIC,duplicate_provider_id
P022143,Grover-Majumdar,Dermatology,Malegaon,Haryana,XXXXX,BADLIC,duplicate_provider_id
P030845,Garg-Buch,Pediatrics,Yamunanagar,Uttarakhand,XXXXX,BADLIC,duplicate_provider_id
P005708,"Pradhan, Sehgal and Wali",Dermatology,Meerut,Rajasthan,XXXXX,BADLIC,duplicate_provider_id
P001060,"Handa, Kohli and Chakrabarti",Urology,Arrah,Uttarakhand,XXXXX,BADLIC,duplicate_provider_id
P019603,Bala Inc,Urology,Ratlam,West Bengal,XXXXX,BADLIC,duplicate_provider_id
P018657,"Ram, Karnik and Ranganathan",OBGYN,Madhyamgram,Uttarakhand,640517128,LIC795723,duplicate_provider_id
P008754,Ranganathan Inc,OBGYN,Junagadh,Punjab,XXXXX,BADLIC,duplicate_provider_id
P028220,Bhatia-Nath,ENT,Singrauli,Chhattisgarh,219737945,LIC699003,duplicate_provider_id
P017296,"Balay, Pandey and Sharma",Urology,Kota,Himachal Pradesh,XXXXX,BADLIC,duplicate_provider_id
P015724,"Sandal, Sanghvi and Jayaraman",Dermatology,Vellore,Madhya Pradesh,771150930,LIC659707,duplicate_provider_id
P000608,Rau-Ramanathan,Cardiology,Hajipur,West Bengal,729082320,LIC169604,duplicate_provider_id
P026017,Trivedi-Sharaf,ENT,Bhatpara,Telangana,487076650,LIC418827,duplicate_provider_id
P018782,"Yadav, Bhavsar and Thaman",Cardiology,Etawah,Goa,XXXXX,BADLIC,duplicate_provider_id
P001471,Sundaram-Kalla,Cardiology,Ratlam,Punjab,XXXXX,BADLIC,duplicate_provider_id
P028961,Rai Ltd,Pediatrics,Varanasi,Jharkhand,XXXXX,BADLIC,duplicate_provider_id
P026921,"Magar, Kumer and Shah",OBGYN,Anantapur,Rajasthan,191441860,LIC795623,duplicate_provider_id
P020221,Sunder LLC,Dermatology,Panipat,Arunachal Pradesh,534658866,LIC785204,duplicate_provider_id
P014528,Sethi and Sons,ENT,Ajmer,Mizoram,XXXXX,BADLIC,duplicate_provider_id
P016293,Mandal-Raja,Dermatology,Karaikudi,Kerala,614577546,LIC286159,duplicate_provider_id
P023651,Thakkar Ltd,Dermatology,Dindigul,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P011165,Kapoor Group,Neurology,Nagaon,Tamil Nadu,503868275,LIC654113,duplicate_provider_id
P018633,"Nori, Mall and Nadkarni",Cardiology,Noida,Mizoram,645996536,LIC831471,duplicate_provider_id
P015957,Varkey and Sons,Neurology,Sikar,Punjab,606809407,LIC867842,duplicate_provider_id
P007331,Lal-Palan,Pediatrics,Mira-Bhayandar,Madhya Pradesh,XXXXX,BADLIC,duplicate_provider_id
P018744,"Wason, Kala and Chahal",OBGYN,Ratlam,West Bengal,810970953,LIC619325,duplicate_provider_id
P026194,Pau-Soni,OBGYN,Raurkela Industrial Township,Madhya Pradesh,153560221,LIC798359,duplicate_provider_id
P030034,Wable LLC,Dermatology,Shahjahanpur,Manipur,XXXXX,BADLIC,duplicate_provider_id
P023505,Merchant Group,Dermatology,Pondicherry,Kerala,XXXXX,BADLIC,duplicate_provider_id
P010879,"Barman, Sekhon and Chakraborty",OBGYN,Ghaziabad,Uttarakhand,XXXXX,BADLIC,duplicate_provider_id
P027373,"Keer, Nanda and Zacharia",Pediatrics,Jammu,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P017257,Chakrabarti Ltd,Urology,Kozhikode,Odisha,225635573,LIC298553,duplicate_provider_id
P030408,Ramaswamy-Goswami,Urology,Rajkot,Goa,XXXXX,BADLIC,duplicate_provider_id
P019326,Rajagopal and Sons,Neurology,Raurkela Industrial Township,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P018034,"Sodhi, Mannan and Bajaj",Oncology,Sultan Pur Majra,Chhattisgarh,XXXXX,BADLIC,duplicate_provider_id
P020406,Palla Inc,Dermatology,Saharsa,Maharashtra,290697830,LIC398008,duplicate_provider_id
P004344,Brar LLC,Urology,Chandrapur,Sikkim,XXXXX,BADLIC,duplicate_provider_id
P014130,Bali LLC,Dermatology,Baranagar,Odisha,XXXXX,BADLIC,duplicate_provider_id
P014579,Badal-Dey,Neurology,Mau,Jharkhand,XXXXX,BADLIC,duplicate_provider_id
P009121,"Shetty, Biswas and Chand",OBGYN,Shivpuri,Chhattisgarh,XXXXX,BADLIC,duplicate_provider_id
P005550,"Chaudry, Bhalla and Sami",Urology,Dewas,Jharkhand,247510359,LIC766279,duplicate_provider_id
P011258,Bhatnagar Inc,Cardiology,Kalyan-Dombivli,Tamil Nadu,689262174,LIC850788,duplicate_provider_id
P004687,Vora-Upadhyay,General Medicine,Chandigarh,Gujarat,XXXXX,BADLIC,duplicate_provider_id
P026030,Iyer-Rai,OBGYN,Yamunanagar,Telangana,655275929,LIC207951,duplicate_provider_id
P028233,"Natarajan, Wason and Chahal",Dermatology,Visakhapatnam,Uttarakhand,XXXXX,BADLIC,duplicate_provider_id
P014675,"Ratta, Pillai and Bath",OBGYN,Nagaon,Telangana,XXXXX,BADLIC,duplicate_provider_id
P016087,Tank-Nagarajan,Oncology,Nanded,Nagaland,XXXXX,BADLIC,duplicate_provider_id
P034469,Upadhyay-Malhotra,Dermatology,Jalgaon,West Bengal,XXXXX,BADLIC,duplicate_provider_id
P010064,Venkataraman-Biswas,Pediatrics,Malda,Bihar,118772172,LIC254569,duplicate_provider_id
P010333,Kapur Ltd,Neurology,Miryalaguda,Karnataka,XXXXX,BADLIC,duplicate_provider_id
P026116,Sharaf-Dubey,Pediatrics,Raurkela Industrial Township,Manipur,XXXXX,BADLIC,duplicate_provider_id
P007179,"Sandal, Batta and Rajagopal",Dermatology,Munger,Bihar,XXXXX,BADLIC,duplicate_provider_id
P009468,Grewal Inc,ENT,Saharsa,Odisha,XXXXX,BADLIC,duplicate_provider_id
P029813,Murthy-Dave,Cardiology,Nangloi Jat,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P019775,Hegde-Kanda,General Medicine,Ballia,Odisha,636212094,LIC341665,duplicate_provider_id
P003129,Gokhale Inc,General Medicine,Mangalore,Assam,460660186,LIC245320,duplicate_provider_id
P005869,Lata-Madan,ENT,Bikaner,Tripura,208046552,LIC912825,duplicate_provider_id
P019812,Prashad-Bhavsar,Oncology,Dhanbad,Uttarakhand,441118199,LIC175031,duplicate_provider_id
P028853,"Chaudhari, Dua and Dugal",Orthopedics,Bhilai,Uttar Pradesh,100728824,LIC626962,duplicate_provider_id
P013277,Taneja-Ramaswamy,Neurology,Dewas,Nagaland,931346190,LIC155289,duplicate_provider_id
P006935,Bhatia-Zachariah,Orthopedics,Siliguri,Karnataka,681473882,LIC725305,duplicate_provider_id
P020109,Sha-Pradhan,ENT,Salem,Telangana,551130230,LIC139637,duplicate_provider_id
P024169,"Kapur, Rattan and Dugar",OBGYN,Bhilai,Himachal Pradesh,618448857,LIC610271,duplicate_provider_id
P028172,Deep-Minhas,OBGYN,Ballia,Sikkim,435405793,LIC412183,duplicate_provider_id
P028426,Pingle Ltd,Neurology,Maheshtala,Uttar Pradesh,487196083,LIC767015,duplicate_provider_id
P018760,Soman-Prakash,Cardiology,Rampur,Mizoram,357002550,LIC863740,duplicate_provider_id
P012732,Deep-Sane,Neurology,Amritsar,Nagaland,826299035,LIC762080,duplicate_provider_id
P010689,Rastogi-Lala,ENT,Bharatpur,Jharkhand,199847010,LIC295493,duplicate_provider_id
P024613,Kannan-Prashad,Pediatrics,Tadipatri,West Bengal,498748364,LIC444501,duplicate_provider_id
P032505,"Mitter, Murthy and Chaudhuri",Oncology,Ludhiana,Tripura,XXXXX,BADLIC,duplicate_provider_id
P016584,Mital LLC,Neurology,Saharsa,Haryana,715704367,LIC540026,duplicate_provider_id
P008207,"Hora, Ramachandran and Sarkar",Dermatology,Ambala,Jharkhand,637450945,LIC665868,duplicate_provider_id
P028135,Chander Group,Pediatrics,Haldia,Chhattisgarh,XXXXX,BADLIC,duplicate_provider_id
P006175,Cherian-Mani,ENT,Madhyamgram,Karnataka,921616844,LIC416114,duplicate_provider_id
P018467,Walla and Sons,Orthopedics,Kozhikode,Uttar Pradesh,XXXXX,BADLIC,duplicate_provider_id
P006886,Gupta-Wagle,Orthopedics,Burhanpur,Punjab,XXXXX,BADLIC,duplicate_provider_id
P025867,Munshi-Zachariah,OBGYN,Thane,Gujarat,854535285,LIC671540,duplicate_provider_id
P024091,Munshi-Nayak,Dermatology,Khandwa,Goa,329699584,LIC474401,duplicate_provider_id
P022599,Venkatesh-Saini,Dermatology,Tadipatri,West Bengal,484783936,LIC343001,duplicate_provider_id
P030792,Badal-Sha,Cardiology,Jamshedpur,Maharashtra,XXXXX,BADLIC,duplicate_provider_id
P002545,Kadakia-Vig,Oncology,Bhopal,Mizoram,158748822,LIC409668,duplicate_provider_id
P010907,Gupta-Wagle,Dermatology,Khammam,Karnataka,778341799,LIC689926,duplicate_provider_id
P013962,D’Alia-Chana,Neurology,Nangloi Jat,Mizoram,XXXXX,BADLIC,duplicate_provider_id
